Year,Spec,X,Y,FirstFound,AgeFound,Exposure,Fate,InitBHCO,Clutch,InitClutch
2023,MALL,465367,5176617,5/23/2023,-4,17,Failed,0,9,5
2023,CCSP,464778,5176844,6/10/2023,9,12,Survive,0,4,4
2023,GADW,464838,5176944,6/12/2023,12,10,Failed,0,11,11
2023,GADW,464479,5177159,6/10/2023,11,6,Failed,0,10,10
2023,CCSP,464311,5177102,6/10/2023,14,6,Survive,2,1,1
2023,CCSP,464523,5177001,6/10/2023,14,3,Failed,1,2,2
2023,CCSP,464240,5176161,6/16/2023,14,3,Failed,2,1,1
2023,BWTE,464619,5176516,6/7/2023,6,9,Failed,0,8,8
2023,CCSP,465271,5175725,7/8/2023,10,11,Failed,1,2,2
2023,YHBL,465227,5176917,5/22/2023,-2,29,Failed,0,3,1
2023,BWTE,465429,5176790,5/23/2023,-4,28,Survive,0,10,6
2023,CCSP,465715,5176519,7/6/2023,6,2,Failed,0,3,3
