Year,id,Spec,FirstFound,LastPresent,LastChecked,Fate,Freq,Expos,AgeFound,AgeDay1,Stage,Nestling,InitBHCO,BHCONum,BHCOPres,InitClutch,Clutch,Open,KBG,SmoothB,Litter,Bare,Forb,Grasslike,Woody,LitterD,Veg.Height,VOR,Paddock,Replicate,cTreat,pTreat,cDoD,pDoD,grazed,grazep,start,end
2023,GADW04649475176377,GADW,30,42,42,0,1,12,13,-16,Incubating,0,0,0,0,11,11,NA,15.899581589958158,26.359832635983267,35.56485355648535,0,15.899581589958158,6.2761506276150625,0,58,1280,7.25,9,SW,0,39,0,35.2,0,0,NA,NA
2023,GADW04649495176464,GADW,21,25,28,1,1,7,6,-14,Incubating,0,0,0,0,7,7,NA,0,0,90.42553191489363,3.1914893617021276,3.1914893617021276,3.1914893617021276,0,24,689,4.75,16,NW,39,49,NA,45.3,0,0,201,212
2023,GADW04649765176469,GADW,21,27,29,1,1,8,1,-19,Incubating,0,0,0,0,9,9,NA,0,10.869565217391305,61.59420289855072,0,27.536231884057973,0,0,22,1310,12.5,1,NE,39,49,NA,45.3,0,0,201,212
2023,GADW04650345176944,GADW,22,29,32,1,1,10,13,-8,Incubating,0,0,0,0,10,10,NA,19.791666666666664,19.791666666666664,19.791666666666664,0,7.8125,0,32.8125,40,650,7.25,1,NE,39,49,NA,45.3,0,0,201,212
2023,GADW04650885176683,GADW,22,47,47,0,1,25,-1,-22,Incubating,0,0,0,0,8,9,NA,31.932773109243694,0,2.5210084033613445,0,52.94117647058824,0,12.605042016806722,44,751,6.25,2,NE,0,39,0,35.2,0,0,NA,NA
2023,GADW04651195176362,GADW,25,25,27,1,1,2,19,-5,Incubating,0,0,0,0,9,9,NA,27.876106194690266,0,27.876106194690266,0,6.637168141592921,0,37.610619469026545,76,590,6.75,5,SE,39,49,NA,45.3,0,0,201,212
2023,GADW04651595175988,GADW,8,29,32,1,1,24,-2,-9,Incubating,0,0,0,0,8,10,NA,11.029411764705882,27.941176470588236,27.941176470588236,0,11.029411764705882,11.029411764705882,11.029411764705882,45,1600,8.25,8,SE,49,68,NA,65.3,0,0,178,201
2023,GADW04652145177108,GADW,18,35,35,0,1,17,7,-10,Incubating,0,0,0,0,7,7,NA,8.287292817679557,34.806629834254146,46.96132596685083,0,1.6574585635359116,0,8.287292817679557,20,876,5.5,1,NE,39,49,NA,45.3,0,0,201,212
2023,GADW04652225177209,GADW,22,24,27,1,1,5,4,-17,Incubating,0,0,0,0,9,9,NA,7.281553398058252,30.582524271844658,47.57281553398058,0,7.281553398058252,0,7.281553398058252,13,582,5.5,1,NE,39,49,NA,45.3,0,0,201,212
2023,GADW04652525176776,GADW,23,38,38,0,1,15,12,-10,Incubating,0,0,0,0,10,10,NA,35.39325842696629,0,47.752808988764045,0,8.426966292134832,0,8.426966292134832,24,540,5.5,2,NE,0,39,0,35.2,0,0,NA,NA
2023,GADW04652755176301,GADW,46,58,58,0,1,12,16,-29,Incubating,0,0,9,1,9,9,NA,13.88888888888889,0,13.88888888888889,0,58.333333333333336,0,13.88888888888889,8,759,6.25,5,SE,39,49,NA,45.3,0,0,201,212
2023,GADW04653865176373,GADW,25,38,38,0,1,13,13,-11,Incubating,0,0,0,0,11,11,NA,22.89156626506024,0,59.036144578313255,0,9.036144578313253,0,9.036144578313253,32,697,6.25,5,SE,39,49,NA,45.3,0,0,201,212
2023,GADW04655385177156,GADW,23,27,29,1,1,6,3,-19,Incubating,0,0,0,0,7,7,NA,29.166666666666668,39.351851851851855,17.59259259259259,6.944444444444445,6.944444444444445,0,0,8,726,5.5,2,NE,0,39,0,35.2,0,0,NA,NA
2023,GADW04656175177163,GADW,44,47,50,1,1,6,5,-38,Incubating,0,0,0,0,4,4,NA,28.767123287671232,28.767123287671232,28.767123287671232,0,6.8493150684931505,0,6.8493150684931505,32,733,5,2,NE,0,39,0,35.2,0,0,NA,NA
2023,GADW04656465176504,GADW,24,35,38,1,1,14,3,-20,Incubating,0,0,0,0,11,11,NA,3.0927835051546393,15.463917525773196,39.175257731958766,0,3.0927835051546393,0,39.175257731958766,50,926,5.25,4,NE,49,68,NA,65.3,3,1,178,201
2023,GADW04657135176116,GADW,28,32,32,0,1,4,20,-7,Incubating,0,0,0,0,11,11,NA,27.876106194690266,0,37.610619469026545,0,6.637168141592921,0,27.876106194690266,65,538,5.75,5,SE,39,49,NA,45.3,0,0,201,212
2024,GADW04642375177160,GADW,18,39,42,1,1,25,4,-13,Incubating,0,0,0,0,10,10,NA,8.287292817679557,20.994475138121548,54.14364640883977,0,8.287292817679557,0,8.287292817679557,50,1170,10,14,NW,0,39,0,NA,0,0,NA,NA
2024,GADW04642465176111,GADW,36,42,42,0,1,6,20,-15,Incubating,0,0,0,0,10,10,NA,31.835205992509362,5.617977528089887,36.70411985018727,0,2.247191011235955,0,23.595505617977526,50,740,6.25,12,SW,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04643465175985,GADW,27,50,50,0,1,23,3,-23,Incubating,0,0,0,0,8,8,NA,28.428093645484946,0,32.77591973244147,0,12.709030100334449,5.016722408026756,21.070234113712374,65,675,7.25,11,SW,68,0,NA,0,NA,NA,NA,NA
2024,GADW04643545176266,GADW,36,45,45,0,1,9,19,-16,Incubating,0,0,0,0,10,10,NA,36.016949152542374,0,41.52542372881356,0,6.3559322033898304,0,16.101694915254235,30,760,5.25,12,SE,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04645075176250,GADW,36,53,56,1,1,20,7,-28,Incubating,0,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04645335177059,GADW,19,56,56,0,1,37,-8,-26,Incubating,0,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,68,0,NA,0,NA,NA,NA,NA
2024,GADW04645465176651,GADW,20,45,45,0,1,25,3,-16,Incubating,0,0,0,0,11,11,NA,22.58064516129032,5.376344086021505,35.12544802867383,0,5.376344086021505,1.0752688172043012,30.46594982078853,45,975,7.5,14,NW,0,39,0,NA,0,0,NA,NA
2024,GADW04646195176375,GADW,36,64,64,0,1,28,-3,-38,Incubating,0,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04646425175685,GADW,34,59,59,0,1,25,2,-31,Incubating,0,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04646975177090,GADW,19,37,37,0,1,18,9,-9,Incubating,0,0,0,0,11,11,NA,14.339622641509434,14.339622641509434,36.9811320754717,0,1.1320754716981132,1.1320754716981132,32.075471698113205,45,790,4.75,15,NW,68,0,NA,0,NA,NA,NA,NA
2024,GADW04647225175910,GADW,50,66,66,0,1,16,11,-38,Incubating,0,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04648595175845,GADW,34,56,56,0,1,22,2,-31,Incubating,0,0,0,0,10,10,NA,26.359832635983267,0,41.004184100418414,0,6.2761506276150625,0,26.359832635983267,50,820,7,9,SW,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04649005175904,GADW,50,76,76,0,1,26,1,-48,Incubating,0,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04651345176939,GADW,21,30,33,1,1,12,2,-18,Incubating,0,0,0,0,11,11,NA,14.901960784313726,24.705882352941178,38.43137254901961,0,1.1764705882352942,5.88235294117647,14.901960784313726,24,790,5.5,1,NE,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04651585176056,GADW,49,66,69,1,1,20,7,-41,Incubating,0,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,0,39,0,NA,0,0,NA,NA
2024,GADW04651615176648,GADW,43,69,69,0,1,26,1,-41,Incubating,0,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04651885175954,GADW,24,41,43,1,1,19,9,-14,Incubating,0,0,0,0,10,10,NA,21,12.666666666666668,32.666666666666664,0,12.666666666666668,0,21,34,1292,10,7,SE,0,39,0,NA,0,0,NA,NA
2024,GADW04652035176798,GADW,22,41,43,1,1,21,3,-18,Incubating,0,0,0,0,9,9,NA,6.607929515418502,16.740088105726873,43.17180616740088,0,16.740088105726873,0,16.740088105726873,50,880,6.75,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04652505175895,GADW,49,58,58,0,1,9,19,-29,Incubating,0,0,0,0,10,10,NA,12.666666666666668,12.666666666666668,32.666666666666664,0,21,0,21,23,840,7.5,7,SE,0,39,0,NA,0,0,NA,NA
2024,GADW04652745176953,GADW,50,71,73,1,1,23,0,-49,Incubating,0,0,0,0,8,8,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04652755176327,GADW,29,30,33,1,1,4,5,-23,Incubating,0,0,0,0,6,6,NA,24.803149606299215,0,38.582677165354326,0,5.905511811023622,5.905511811023622,24.803149606299215,62,523,5,5,SE,49,68,NA,NA,NA,NA,NA,NA
2024,GADW04652835176790,GADW,22,27,30,1,1,8,12,-9,Incubating,0,0,0,0,6,6,NA,33.46456692913386,14.960629921259844,38.582677165354326,0,5.905511811023622,5.905511811023622,1.1811023622047243,150,976,6.25,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04653075176820,GADW,22,33,33,0,1,11,13,-8,Incubating,0,0,0,0,10,10,NA,6.0728744939271255,15.384615384615385,39.67611336032389,1.214574898785425,6.0728744939271255,6.0728744939271255,25.506072874493928,120,725,5.75,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04653175176789,GADW,22,49,49,0,1,27,0,-21,Incubating,0,0,0,0,8,8,NA,23.77358490566038,36.9811320754717,36.9811320754717,0,1.1320754716981132,0,1.1320754716981132,60,785,7,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04653335175723,GADW,31,31,33,1,2,2,17,-13,Incubating,0,0,0,0,10,10,NA,23.595505617977526,1.1235955056179776,36.70411985018727,0,5.617977528089887,1.1235955056179776,31.835205992509362,55,840,9.25,7,SE,0,39,0,NA,0,0,NA,NA
2024,GADW04653875176792,GADW,43,52,55,1,1,12,2,-40,Incubating,0,0,0,0,7,7,NA,32.56704980842912,0,37.547892720306514,0,5.747126436781609,0,24.137931034482758,40,905,7,3,NE,0,39,0,NA,0,0,NA,NA
2024,GADW04654215175696,GADW,31,31,33,1,2,2,0,-30,Laying,0,0,0,0,2,2,NA,29.929577464788732,0,34.50704225352113,0,13.380281690140844,0,22.183098591549296,20,870,7.25,7,SE,0,39,0,NA,0,0,NA,NA
2024,GADW04654745176758,GADW,45,46,49,1,1,4,17,-27,Incubating,0,0,0,0,7,7,NA,36.016949152542374,0,41.52542372881356,0,6.3559322033898304,0,16.101694915254235,70,680,5.75,3,NE,0,39,0,NA,0,0,NA,NA
2024,GADW04655325177125,GADW,43,46,49,1,1,6,3,-39,Incubating,0,0,0,0,6,4,NA,27.510917030567683,16.593886462882097,42.79475982532751,0,6.550218340611353,0,6.550218340611353,20,620,3,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04656375175946,GADW,46,46,49,1,1,3,7,-38,Incubating,0,0,0,0,7,7,NA,35.56485355648535,0,41.004184100418414,0,1.2552301255230125,6.2761506276150625,15.899581589958158,55,97,6.5,6,SE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04656795177190,GADW,38,38,41,1,1,3,5,-32,Incubating,0,0,0,0,3,3,NA,6.147540983606557,25.81967213114754,40.16393442622951,0,15.573770491803279,6.147540983606557,6.147540983606557,80,855,6,2,NE,39,49,NA,NA,NA,NA,NA,NA
2024,GADW04656845176487,GADW,27,27,30,1,1,3,NA,NA,Incubating,0,0,0,0,8,8,NA,18.446601941747574,7.281553398058252,41.262135922330096,0,7.281553398058252,7.281553398058252,18.446601941747574,10,710,2.75,4,NE,68,0,NA,0,NA,NA,NA,NA
2024,GADW04656875176835,GADW,1,5,8,1,1,7,-6,-6,Laying,0,0,0,0,1,4,NA,29.96941896024465,29.96941896024465,29.96941896024465,0,4.587155963302752,0.9174311926605505,4.587155963302752,30,897,7,3,NE,0,39,0,NA,0,0,NA,NA
2021,GRSP04646375176209,GRSP,8,10,13,1,1,5,2,-5,Incubating,0,0,0,0,5,5,NA,33.92857142857143,13.392857142857142,33.92857142857143,2.6785714285714284,2.6785714285714284,0,13.392857142857142,8,494,4,11,SW,0,39,0,33.7,0,0,NA,NA
2021,GRSP04649025175894,GRSP,15,15,18,1,1,3,-2,-16,Incubating,0,0,0,0,2,2,NA,40.42553191489361,0,40.42553191489361,0,3.1914893617021276,0,15.957446808510639,29,615,5.25,9,SW,49,68,52.3,60.6,2,1,172,194
2021,GRSP04652365176069,GRSP,41,41,44,1,1,3,3,-37,Incubating,0,0,0,0,3,3,NA,48.091603053435115,0,29.00763358778626,0,11.450381679389313,0,11.450381679389313,33,472,4,7,SE,39,49,51.7,60.2,7,1,194,215
2022,GRSP04648595175749,GRSP,50,52,55,1,1,5,6,-43,Incubating,0,0,0,0,4,4,NA,80.18867924528303,0,0,0,14.150943396226415,2.8301886792452833,2.8301886792452833,15,340,4.75,9,SW,68,0,65.3,0,0,0,144,179
2022,GRSP04648685175973,GRSP,18,39,39,0,1,21,-4,-21,Nestling,1,0,0,0,1,5,E,21.12676056338028,0,4.225352112676056,0,21.12676056338028,0,53.52112676056338,50,740,5.5,9,SW,68,0,65.3,0,0,0,144,179
2022,GRSP04650065176285,GRSP,15,18,21,1,1,6,2,-12,Incubating,0,0,0,0,5,5,NA,32.47863247863248,0,32.47863247863248,0,2.564102564102564,0,32.47863247863248,30,560,5.75,8,SE,39,49,35.2,52.3,0,0,202,213
2022,GRSP04653745176881,GRSP,31,32,35,1,1,4,2,-28,Incubating,0,3,3,1,2,2,NA,5.88235294117647,29.411764705882355,5.88235294117647,0,29.411764705882355,0,29.411764705882355,15,600,3,2,NE,68,0,65.3,0,0,0,144,179
2022,GRSP04654065175802,GRSP,50,55,57,1,1,7,1,-48,Incubating,0,0,0,0,4,4,NA,14.150943396226415,0,35.84905660377358,0,14.150943396226415,0,35.84905660377358,20,480,4.25,7,SE,49,68,45.3,76.3,0,0,179,202
2022,GRSP04655145175999,GRSP,35,40,40,0,1,5,16,-18,Nestling,1,0,0,0,4,4,NA,57.27272727272727,0,34.54545454545455,0,2.727272727272727,2.727272727272727,2.727272727272727,30,600,4.5,6,SE,68,0,65.3,0,1,1,144,179
2022,GRSP04656785176263,GRSP,11,18,21,1,1,10,1,-9,Incubating,0,0,0,0,5,5,NA,38.775510204081634,15.306122448979592,15.306122448979592,0,15.306122448979592,0,15.306122448979592,30,890,8.75,5,NE,0,39,0,51.7,0,0,NA,NA
2023,GRSP04653865175710,GRSP,11,14,17,1,1,6,15,5,Nestling,1,0,0,0,3,3,NA,34.806629834254146,0,46.96132596685083,8.287292817679557,1.6574585635359116,0,8.287292817679557,28,308,3.25,7,SE,68,0,NA,0,22,1,143,178
2024,GRSP04644985177017,GRSP,1,1,4,1,1,3,1,1,Incubating,0,1,1,1,2,2,S,33.86454183266932,0,39.04382470119522,0,5.9760956175298805,5.9760956175298805,15.139442231075698,10,774,4.75,15,NW,68,0,NA,0,NA,NA,NA,NA
2021,KILL04642515176323,KILL,52,67,67,0,1,15,7,-44,Incubating,0,0,0,0,4,4,NA,39.175257731958766,3.0927835051546393,39.175257731958766,15.463917525773196,3.0927835051546393,0,0,7,226,1.25,12,SW,68,0,76.3,0,0,0,144,172
2022,KILL04652115177115,KILL,1,11,13,1,1,12,NA,NA,Incubating,0,0,0,0,4,4,NA,49.35064935064935,3.896103896103896,19.480519480519483,3.896103896103896,19.480519480519483,0,3.896103896103896,17,590,4.25,1,NE,0,39,0,51.7,0,0,NA,NA
2023,KILL04649205176232,KILL,30,45,45,0,1,15,NA,NA,Incubating,0,0,0,0,4,4,NA,42.857142857142854,0,42.857142857142854,10.204081632653061,2.0408163265306123,2.0408163265306123,0,0,296,1,9,SW,0,39,0,35.2,0,0,NA,NA
2024,KILL04652785176441,KILL,27,46,46,0,1,19,NA,NA,Incubating,0,0,0,0,3,3,NA,37.610619469026545,0,37.610619469026545,1.3274336283185841,16.8141592920354,6.637168141592921,0,0,175,1,4,NE,68,0,NA,0,NA,NA,NA,NA
2021,MALL04642755176208,MALL,11,21,24,1,1,13,-1,-11,Incubating,0,0,0,0,6,7,NA,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,0,31.932773109243694,54,660,4.25,12,SW,68,0,76.3,0,13,1,144,172
2021,MALL04643235176569,MALL,28,50,50,0,1,22,5,-22,Incubating,0,0,0,0,9,9,NA,3.488372093023256,17.441860465116278,17.441860465116278,0,17.441860465116278,0,44.18604651162791,39,699,4.75,13,NW,49,68,52.3,60.6,20,1,172,194
2021,MALL04643675176711,MALL,28,29,32,1,1,4,6,-21,Incubating,0,0,0,0,8,7,NA,28.78787878787879,2.272727272727273,11.363636363636363,0,28.78787878787879,0,28.78787878787879,45,730,6.5,14,NW,39,49,51.7,60.2,0,0,194,215
2021,MALL04644895176504,MALL,40,44,44,0,1,4,22,-17,Incubating,0,0,0,0,8,8,NA,31.40495867768595,31.40495867768595,12.396694214876034,0,12.396694214876034,0,12.396694214876034,14,703,5.75,13,NW,49,68,52.3,60.6,14,1,172,194
2021,MALL04647945175917,MALL,26,34,37,1,1,11,2,-23,Incubating,0,0,0,0,9,9,NA,54.966887417218544,0,9.933774834437086,0,9.933774834437086,0,25.165562913907287,23,579,5.5,9,SW,49,68,52.3,60.6,7,1,172,194
2021,MALL04650675176228,MALL,7,27,27,0,1,20,7,1,Incubating,0,0,0,0,10,10,NA,0,0,0,0,15,85,0,0,490,3,7,SE,39,49,51.7,60.2,0,0,194,215
2021,MALL04650945176185,MALL,24,30,30,0,1,6,20,-3,Incubating,0,0,0,0,10,10,NA,31.40495867768595,12.396694214876034,12.396694214876034,0,12.396694214876034,0,31.40495867768595,180,680,5.75,7,SE,39,49,51.7,60.2,0,0,194,215
2021,MALL04654565176706,MALL,30,51,54,1,1,24,-2,-31,Incubating,0,0,0,0,9,11,NA,0,80.76923076923077,19.230769230769234,0,0,0,0,15,575,4.25,3,NE,39,49,51.7,60.2,2,1,194,215
2021,MALL04656135176754,MALL,14,17,21,1,1,7,-2,-15,Incubating,0,0,0,0,6,8,NA,14.150943396226415,35.84905660377358,35.84905660377358,0,0,0,14.150943396226415,98,570,5.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,MALL04656525175676,MALL,7,42,42,0,1,35,-5,-11,Incubating,0,0,0,0,1,10,NA,15.151515151515152,3.0303030303030303,15.151515151515152,0,3.0303030303030303,0,63.63636363636363,40,650,6,7,SE,39,49,51.7,60.2,0,0,194,215
2021,MALL04657245176325,MALL,6,12,12,0,1,6,22,17,Incubating,0,0,0,0,9,9,NA,73.27586206896551,0,12.931034482758621,0,0.8620689655172413,0,12.931034482758621,32,335,3.25,5,SE,68,0,76.3,0,10,1,144,172
2022,MALL04642805176726,MALL,16,44,44,0,1,28,-1,-16,Incubating,0,0,0,0,9,10,NA,3.1914893617021276,3.1914893617021276,0,0,3.1914893617021276,0,90.42553191489363,60,1060,10.75,14,NW,49,68,45.3,76.3,7,1,179,202
2022,MALL04645975176661,MALL,17,32,35,1,1,18,-2,-18,Incubating,0,0,0,0,9,11,NA,5.555555555555555,27.77777777777778,5.555555555555555,0,5.555555555555555,27.77777777777778,27.77777777777778,50,1000,15.75,14,NW,49,68,45.3,76.3,0,0,179,202
2022,MALL04647165177181,MALL,18,47,47,0,1,29,-3,-20,Incubating,0,0,0,0,6,9,NA,0,85,0,0,0,0,15,15,890,9.5,16,NW,0,39,0,51.7,0,0,NA,NA
2022,MALL04648055176306,MALL,60,63,66,1,1,6,18,-41,Incubating,0,0,0,0,9,9,NA,2.127659574468085,10.638297872340425,60.28368794326241,0,26.95035460992908,0,0,5,1170,7,11,SW,39,49,35.2,52.3,6,1,202,213
2022,MALL04648235176664,MALL,17,17,20,1,1,3,-6,-22,Laying,0,0,0,0,1,1,NA,15.957446808510639,40.42553191489361,0,0,3.1914893617021276,0,40.42553191489361,50,1060,8.75,15,NW,39,49,35.2,52.3,0,0,202,213
2022,MALL04649175175795,MALL,61,61,63,1,1,2,-2,-62,Incubating,0,0,0,0,5,5,NA,12.396694214876034,12.396694214876034,2.479338842975207,0,2.479338842975207,0,70.24793388429752,30,730,7.75,9,SE,68,0,65.3,0,0,0,144,179
2022,MALL04651105175639,MALL,34,59,59,0,1,25,3,-30,Incubating,0,0,0,0,9,10,NA,51.35135135135135,4.054054054054054,4.054054054054054,0,20.27027027027027,0,20.27027027027027,30,890,9.5,8,SE,39,49,35.2,52.3,0,0,202,213
2022,MALL04651495175659,MALL,9,13,17,1,1,8,22,14,Incubating,0,0,0,0,9,9,NA,26.95035460992908,0,10.638297872340425,0,2.127659574468085,0,60.28368794326241,50,735,5.75,8,SE,39,49,35.2,52.3,0,0,202,213
2023,MALL04642115176166,MALL,51,51,54,1,1,3,19,-31,Incubating,0,0,0,0,7,7,NA,33.33333333333333,0,44.97354497354497,0,1.5873015873015872,0,20.105820105820104,34,1010,5.75,12,SW,39,49,NA,45.3,0,0,201,212
2023,MALL04642485176130,MALL,16,20,23,1,2,7,15,0,Incubating,0,0,0,0,9,9,NA,23.89937106918239,1.8867924528301887,53.459119496855344,0,9.433962264150944,1.8867924528301887,9.433962264150944,85,650,4.25,12,SW,39,49,NA,45.3,0,0,201,212
2023,MALL04643015176270,MALL,16,20,23,1,2,7,-3,-18,Incubating,0,0,0,0,1,5,NA,10.344827586206897,10.344827586206897,58.620689655172406,0,10.344827586206897,0,10.344827586206897,85,670,5.5,12,SW,39,49,NA,45.3,0,0,201,212
2023,MALL04648225176416,MALL,16,35,35,0,1,19,10,-5,Incubating,0,0,0,0,8,9,NA,10.344827586206897,10.344827586206897,58.620689655172406,0,10.344827586206897,0,10.344827586206897,14,935,6.25,12,SW,39,49,NA,45.3,0,0,201,212
2023,MALL04650395175903,MALL,9,11,14,1,1,5,13,5,Incubating,0,0,0,0,8,8,NA,17.272727272727273,17.272727272727273,28.636363636363637,0,6.8181818181818175,1.3636363636363635,28.636363636363637,44,515,5.25,8,SE,49,68,NA,65.3,0,0,178,201
2023,MALL04650755176348,MALL,4,5,8,1,1,4,-2,-5,Incubating,0,0,0,0,6,8,NA,26.141078838174277,26.141078838174277,35.26970954356847,0,6.224066390041494,0,6.224066390041494,11,670,5.75,5,SE,39,49,NA,45.3,0,0,201,212
2023,MALL04651545176900,MALL,1,4,7,1,1,6,20,20,Incubating,0,0,0,0,6,6,NA,23.954372623574145,32.31939163498099,32.31939163498099,0,5.7034220532319395,0,5.7034220532319395,35,560,7,1,NE,39,49,NA,45.3,0,0,201,212
2023,MALL04653675176617,MALL,2,15,19,1,1,17,-4,-5,Incubating,0,0,0,0,5,9,NA,26.027397260273972,0,43.15068493150685,0,10.273972602739725,10.273972602739725,10.273972602739725,20,480,4.75,3,NE,68,0,NA,0,14,1,143,178
2023,MALL04656045176265,MALL,4,11,14,1,1,10,18,15,Incubating,0,0,0,0,10,10,NA,15.899581589958158,26.359832635983267,35.56485355648535,0,6.2761506276150625,0,15.899581589958158,85,610,7.25,5,SE,39,49,NA,45.3,0,0,201,212
2023,MALL04656325176252,MALL,4,22,23,1,1,19,-1,-4,Incubating,0,0,0,0,6,7,NA,6.2761506276150625,15.899581589958158,26.359832635983267,0,15.899581589958158,0,35.56485355648535,58,1160,7.75,5,SE,39,49,NA,45.3,0,0,201,212
2023,MALL04656805176464,MALL,3,10,10,0,1,7,20,18,Incubating,0,0,0,0,10,10,NA,30.88235294117647,18.627450980392158,41.66666666666667,0,7.352941176470589,0,1.4705882352941175,10,540,4.5,4,NE,49,68,NA,65.3,0,0,178,201
2024,MALL04642865176448,MALL,37,60,60,0,1,23,3,-33,Incubating,0,0,0,0,7,7,NA,21.575342465753426,5.136986301369863,33.56164383561644,0,13.013698630136986,5.136986301369863,21.575342465753426,30,960,5.5,13,NW,39,49,NA,NA,NA,NA,NA,NA
2024,MALL04642925177064,MALL,19,21,24,1,1,5,0,-18,Incubating,0,0,0,0,3,3,NA,26.234567901234566,19.444444444444446,30.246913580246915,0,0,4.62962962962963,19.444444444444446,63,955,8,14,NW,0,39,0,NA,0,0,NA,NA
2024,MALL04644785176974,MALL,39,40,43,1,1,4,13,-25,Incubating,0,0,0,0,6,6,NA,21.070234113712374,12.709030100334449,32.77591973244147,0,5.016722408026756,0,28.428093645484946,76,901,7.25,15,NW,68,0,NA,0,NA,NA,NA,NA
2024,MALL04644885176846,MALL,57,70,70,0,1,13,17,-39,Incubating,0,0,0,0,9,9,NA,21.951219512195124,13.240418118466899,34.146341463414636,0,1.0452961672473868,0,29.61672473867596,15,1070,7.75,14,NW,0,39,0,NA,0,0,NA,NA
2024,MALL04646555176463,MALL,15,40,40,0,1,25,3,-11,Incubating,0,0,0,0,9,9,NA,23.507462686567166,14.17910447761194,36.56716417910448,0,1.1194029850746268,1.1194029850746268,23.507462686567166,45,1040,8.25,13,NW,39,49,NA,NA,NA,NA,NA,NA
2024,MALL04649855176419,MALL,35,35,37,1,1,2,3,-31,Incubating,0,0,0,0,10,10,NA,0,37.72455089820359,58.68263473053892,1.7964071856287425,1.7964071856287425,0,0,32,190,2,5,SE,49,68,NA,NA,NA,NA,NA,NA
2024,MALL04651885177133,MALL,43,43,44,1,1,1,5,-37,Incubating,0,0,0,0,6,6,NA,26.141078838174277,0,35.26970954356847,6.224066390041494,6.224066390041494,0,26.141078838174277,50,690,5.25,1,NE,49,68,NA,NA,NA,NA,NA,NA
2024,MALL04656685177112,MALL,44,61,61,0,1,17,2,-41,Incubating,0,0,0,0,5,6,NA,5.952380952380952,25,38.88888888888889,0,15.079365079365079,0,15.079365079365079,65,78,7,3,NE,0,39,0,NA,0,0,NA,NA
2021,MODO04641795176112,MODO,43,52,55,1,1,12,12,-30,Nestling,1,0,0,0,2,2,NA,14.705882352941178,14.705882352941178,61.76470588235294,0,2.941176470588235,2.941176470588235,2.941176470588235,65,474,3,12,SW,68,0,76.3,0,0,0,144,172
2021,MODO04642085175841,MODO,42,60,60,0,1,18,5,-36,Nestling,1,0,0,0,2,2,NA,29.92125984251969,2.3622047244094486,29.92125984251969,11.811023622047244,11.811023622047244,2.3622047244094486,11.811023622047244,48,498,2.5,11,SW,0,39,0,33.7,0,0,NA,NA
2021,MODO04642175177044,MODO,6,16,19,1,2,13,8,3,Nestling,1,0,0,0,2,2,NA,13.88888888888889,13.88888888888889,13.88888888888889,0,0,0,58.333333333333336,20,533,4.5,14,NW,39,49,51.7,60.2,0,0,194,215
2021,MODO04642275176632,MODO,7,13,13,0,1,9,19,13,Nestling,1,0,0,0,2,2,NA,34.862385321100916,13.761467889908257,34.862385321100916,13.761467889908257,2.7522935779816518,0,0,35,410,3.75,13,NW,49,68,52.3,60.6,0,0,172,194
