Year,id,Spec,FirstFound,LastPresent,LastChecked,Fate,Freq,Expos,AgeFound,AgeDay1,Stage,Nestling,InitBHCO,BHCONum,BHCOPres,InitClutch,Clutch,Open,KBG,SmoothB,Litter,Bare,Forb,Grasslike,Woody,LitterD,Veg.Height,VOR,Paddock,Replicate,cTreat,pTreat,cDoD,pDoD,grazed,grazep,start,end
2021,CCSP04650155177067,CCSP,45,45,49,1,1,4,6,-38,Incubating,0,2,2,1,4,4,NA,31.932773109243694,0,12.605042016806722,0,2.5210084033613445,0,52.94117647058824,15,570,3.75,1,NE,68,0,76.3,0,0,0,144,172
2021,CCSP04650255176317,CCSP,27,43,43,0,1,16,5,-21,Nestling,1,1,1,1,4,4,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,20,565,4,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04650275175903,CCSP,26,32,35,1,3,9,7,-18,Nestling,1,2,2,1,2,2,NA,35.84905660377358,0,14.150943396226415,0,14.150943396226415,0,35.84905660377358,25,655,3.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650315176143,CCSP,26,29,32,1,2,6,16,-9,Nestling,1,0,0,0,3,3,NA,35.84905660377358,0,14.150943396226415,0,14.150943396226415,0,35.84905660377358,52,635,5.5,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650365175977,CCSP,26,26,29,1,4,3,-1,-26,Incubating,0,1,1,1,2,2,NA,15.151515151515152,3.0303030303030303,3.0303030303030303,0,63.63636363636363,0,15.151515151515152,20,665,4.5,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650545175992,CCSP,37,50,53,1,1,16,7,-29,Nestling,1,2,2,1,1,2,NA,48.091603053435115,0,11.450381679389313,0,11.450381679389313,0,29.00763358778626,17,698,5,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650645176009,CCSP,53,63,66,1,1,15,4,-48,Nestling,1,0,0,0,2,2,NA,48.091603053435115,0,11.450381679389313,0,11.450381679389313,0,29.00763358778626,26,573,3.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650645176487,CCSP,33,37,43,1,1,10,7,-25,Nestling,1,2,2,1,4,4,NA,58.333333333333336,13.88888888888889,13.88888888888889,0,0,0,13.88888888888889,14,535,6.5,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04650745176390,CCSP,7,13,16,1,3,9,-2,-8,Incubating,0,0,0,0,2,1,NA,70.24793388429752,2.479338842975207,12.396694214876034,0,2.479338842975207,0,12.396694214876034,25,470,3.5,5,SE,68,0,76.3,0,8,1,144,172
2021,CCSP04650755176995,CCSP,32,34,37,1,1,5,7,-24,Incubating,0,0,0,0,4,4,NA,13.761467889908257,2.7522935779816518,34.862385321100916,0,13.761467889908257,0,34.862385321100916,20,479,4.25,1,NE,68,0,76.3,0,8,1,144,172
2021,CCSP04650805176675,CCSP,45,47,50,1,1,5,-4,-48,Incubating,0,0,1,1,0,2,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,19,505,3.25,2,NE,49,68,52.3,60.6,2,1,172,194
2021,CCSP04650825176073,CCSP,8,11,13,1,1,5,-3,-10,Incubating,0,0,0,0,1,4,NA,67.74193548387096,0,16.129032258064516,0,16.129032258064516,0,0,60,409,3,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04650955177002,CCSP,4,7,11,1,2,4,-4,-7,Incubating,0,0,1,1,0,1,NA,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,0,31.932773109243694,51,412,3,1,NE,68,0,76.3,0,4,1,144,172
2021,CCSP04650965177002,CCSP,4,7,7,0,1,3,-4,-7,Laying,0,0,0,0,0,1,NA,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,0,31.932773109243694,51,412,3,1,NE,68,0,76.3,0,2,1,144,172
2021,CCSP04651145175896,CCSP,26,26,29,1,4,3,7,-18,Incubating,0,1,1,1,4,4,NA,34.862385321100916,13.761467889908257,13.761467889908257,0,2.7522935779816518,0,34.862385321100916,32,640,4.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04651195176524,CCSP,21,21,25,1,3,4,-3,-23,Incubating,0,1,1,1,1,1,NA,52.94117647058824,0,31.932773109243694,0,2.5210084033613445,0,12.605042016806722,50,500,3.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04651285176742,CCSP,20,35,35,0,1,15,5,-14,Nestling,1,0,0,0,4,4,NA,65.625,0,15.625,0,3.125,0,15.625,40,530,3.75,2,NE,49,68,52.3,60.6,4,1,172,194
2021,CCSP04651325177054,CCSP,61,74,77,1,1,16,2,-58,Nestling,1,0,0,0,3,3,NA,47.01492537313433,2.2388059701492535,28.35820895522388,0,11.194029850746269,0,11.194029850746269,26,405,2.5,1,NE,68,0,76.3,0,0,0,144,172
2021,CCSP04651385176044,CCSP,25,37,40,1,1,15,0,-24,Incubating,0,1,1,1,3,3,NA,72.03389830508475,0,12.711864406779661,0,2.5423728813559325,0,12.711864406779661,35,620,6,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04651435175820,CCSP,26,32,35,1,3,9,6,-19,Incubating,0,1,1,1,4,4,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,35,629,5.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04651545175660,CCSP,10,29,29,0,2,19,5,-4,Nestling,1,0,0,0,5,5,NA,51.63934426229508,2.459016393442623,12.295081967213115,0,2.459016393442623,0,31.147540983606557,60,570,4,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04651605176663,CCSP,20,26,29,1,2,9,8,-11,Nestling,1,0,0,0,4,4,NA,35.84905660377358,14.150943396226415,35.84905660377358,0,0,0,14.150943396226415,70,550,5.25,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04651685176005,CCSP,8,17,20,1,1,12,3,-4,Incubating,0,0,0,0,5,1,NA,82.52427184466019,0,14.563106796116504,0,2.912621359223301,0,0,76,430,2.75,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04651685176076,CCSP,47,58,61,1,1,14,0,-46,Incubating,0,2,2,1,2,2,NA,56.75675675675676,2.7027027027027026,13.513513513513514,0,13.513513513513514,0,13.513513513513514,82,530,2.75,7,SE,39,49,51.7,60.2,8,1,194,215
2021,CCSP04651725176207,CCSP,25,25,28,1,2,3,2,-22,Incubating,0,0,1,1,4,1,NA,41.75824175824176,0,16.483516483516482,0,0,0,41.75824175824176,50,620,5.25,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04651735176684,CCSP,20,29,29,0,1,9,7,-12,Nestling,1,0,0,0,4,4,NA,32.47863247863248,0,32.47863247863248,0,2.564102564102564,0,32.47863247863248,80,630,4.75,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04651815176217,CCSP,35,35,37,1,2,2,2,-32,Incubating,0,0,0,0,4,4,NA,31.666666666666664,0,31.666666666666664,0,2.5,2.5,31.666666666666664,90,522,4.75,6,SE,49,68,52.3,60.6,5,1,172,194
2021,CCSP04651905176202,CCSP,7,7,10,1,4,3,3,-3,Incubating,0,0,0,0,5,5,NA,61.59420289855072,0,10.869565217391305,0,0,0,27.536231884057973,105,580,4.75,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04652085176662,CCSP,46,61,61,0,1,15,6,-39,Nestling,1,1,1,1,2,2,NA,15.625,0,15.625,0,0,3.125,65.625,130,657,7,3,NE,39,49,51.7,60.2,8,1,194,215
2021,CCSP04652115175713,CCSP,38,50,53,1,1,15,4,-33,Nestling,1,2,2,1,2,2,NA,35.84905660377358,0,35.84905660377358,0,14.150943396226415,0,14.150943396226415,95,530,5.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04652125176697,CCSP,45,55,58,1,1,13,4,-40,Nestling,1,2,2,1,2,1,NA,41.75824175824176,0,16.483516483516482,0,0,0,41.75824175824176,15,655,7.5,2,NE,49,68,52.3,60.6,14,1,172,194
2021,CCSP04652195176329,CCSP,35,35,37,1,2,2,3,-31,Incubating,0,1,1,1,4,4,NA,34.862385321100916,0,13.761467889908257,0,13.761467889908257,2.7522935779816518,34.862385321100916,14,775,7.75,5,SE,68,0,76.3,0,1,1,144,172
2021,CCSP04652315176279,CCSP,7,13,16,1,3,9,8,2,Nestling,1,0,0,0,4,4,NA,43.75,0,10.416666666666668,0,2.083333333333333,0,43.75,35,630,4.5,5,SE,68,0,76.3,0,13,1,144,172
2021,CCSP04652365176369,CCSP,22,25,28,1,1,6,-3,-24,Incubating,0,0,0,0,1,3,NA,13.761467889908257,2.7522935779816518,34.862385321100916,0,13.761467889908257,0,34.862385321100916,15,530,4.25,5,SE,68,0,76.3,0,4,1,144,172
2021,CCSP04652375175883,CCSP,56,56,58,1,1,2,-2,-57,Incubating,0,0,0,0,2,2,NA,31.932773109243694,0,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,50,547,2.75,7,SE,39,49,51.7,60.2,1,1,194,215
2021,CCSP04652385175839,CCSP,49,55,58,1,2,9,3,-45,Incubating,0,0,0,0,3,3,NA,35.84905660377358,0,35.84905660377358,0,14.150943396226415,0,14.150943396226415,55,496,3.25,7,SE,39,49,51.7,60.2,5,1,194,215
2021,CCSP04652465175787,CCSP,25,29,32,1,1,7,15,-9,Nestling,1,2,1,1,2,1,NA,11.538461538461538,0,11.538461538461538,0,11.538461538461538,0,65.38461538461539,66,660,5.75,8,SE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04652465175877,CCSP,43,46,46,0,1,3,10,-32,Nestling,1,1,1,1,1,1,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,34,620,4,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04652475175848,CCSP,36,36,37,1,1,1,10,-25,Incubating,0,0,0,0,3,3,NA,35.84905660377358,0,35.84905660377358,0,14.150943396226415,0,14.150943396226415,30,550,5.5,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04652485176216,CCSP,37,58,58,0,1,21,-1,-37,Nestling,1,0,0,0,3,4,NA,29.457364341085274,0,29.457364341085274,0,11.627906976744185,0,29.457364341085274,38,630,5.75,6,SE,49,68,52.3,60.6,17,1,172,194
2021,CCSP04652495175643,CCSP,26,26,29,1,4,3,15,-10,Nestling,1,0,0,0,3,3,NA,48.091603053435115,0,11.450381679389313,0,11.450381679389313,0,29.00763358778626,30,390,2.5,9,SW,49,68,52.3,60.6,0,0,172,194
2021,CCSP04652495175823,CCSP,11,11,14,1,4,3,10,0,Nestling,1,2,1,1,1,1,NA,54.310344827586206,0,12.931034482758621,0,0,0,32.758620689655174,139,474,4.25,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04652495176026,CCSP,49,55,58,1,2,9,7,-41,Nestling,1,1,1,1,4,4,NA,80.18867924528303,0,14.150943396226415,0,2.8301886792452833,0,2.8301886792452833,5,590,4.5,7,SE,39,49,51.7,60.2,5,1,194,215
2021,CCSP04652545176568,CCSP,11,22,24,1,1,13,6,-4,Nestling,1,0,1,1,4,4,NA,80.18867924528303,0,2.8301886792452833,0,2.8301886792452833,0,14.150943396226415,55,670,6.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04652765176378,CCSP,35,49,52,1,3,17,4,-30,Nestling,1,2,2,1,2,2,NA,13.88888888888889,0,58.333333333333336,0,13.88888888888889,0,13.88888888888889,9,500,4.75,5,SE,68,0,76.3,0,2,1,144,172
2021,CCSP04652885176336,CCSP,22,22,25,1,2,3,-3,-24,Incubating,0,0,0,0,1,1,NA,32.47863247863248,0,32.47863247863248,0,2.564102564102564,0,32.47863247863248,25,450,3.5,5,SE,68,0,76.3,0,1,1,144,172
2021,CCSP04652945176288,CCSP,7,10,13,1,1,6,4,-2,Incubating,0,0,0,0,4,2,NA,70.24793388429752,2.479338842975207,12.396694214876034,0,12.396694214876034,2.479338842975207,0,34,295,1.75,5,SE,68,0,76.3,0,10,1,144,172
2021,CCSP04652945177087,CCSP,4,7,11,1,2,7,2,-1,Incubating,0,2,3,1,3,1,NA,70.24793388429752,2.479338842975207,12.396694214876034,0,2.479338842975207,0,12.396694214876034,31,566,5.25,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04652985175889,CCSP,8,20,23,1,2,15,3,-4,Nestling,1,2,2,1,2,2,NA,80.18867924528303,0,14.150943396226415,0,2.8301886792452833,0,2.8301886792452833,65,485,2.75,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04653115176836,CCSP,46,46,47,1,1,1,-2,-47,Laying,0,0,0,0,2,2,NA,31.147540983606557,2.459016393442623,51.63934426229508,0,2.459016393442623,0,12.295081967213115,98,468,4.75,2,NE,49,68,52.3,60.6,2,1,172,194
2021,CCSP04653135176791,CCSP,5,7,8,1,1,1,-3,-7,Incubating,0,0,0,0,1,1,NA,35.84905660377358,35.84905660377358,14.150943396226415,0,0,0,14.150943396226415,23,600,3.5,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04653145177061,CCSP,23,26,29,1,3,6,-3,-25,Incubating,0,0,0,0,1,4,NA,13.392857142857142,13.392857142857142,33.92857142857143,0,2.6785714285714284,2.6785714285714284,33.92857142857143,40,710,5,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04653205176171,CCSP,23,28,31,1,2,8,-4,-26,Incubating,0,0,1,1,0,4,NA,33.33333333333333,0,33.33333333333333,0,0,0,33.33333333333333,43,630,5,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04653245176804,CCSP,20,26,29,1,2,9,-1,-20,Incubating,0,0,1,1,2,3,NA,34.862385321100916,13.761467889908257,13.761467889908257,0,2.7522935779816518,0,34.862385321100916,66,605,5.75,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04653305176392,CCSP,22,40,40,0,1,18,6,-15,Nestling,1,1,1,1,2,2,NA,43.15068493150685,10.273972602739725,26.027397260273972,0,10.273972602739725,0,10.273972602739725,43,576,2,5,SE,68,0,76.3,0,17,1,144,172
2021,CCSP04653325176908,CCSP,33,33,35,1,1,2,-3,-35,Incubating,0,0,0,0,1,1,NA,34.862385321100916,2.7522935779816518,34.862385321100916,0,13.761467889908257,0,13.761467889908257,22,790,5.75,2,NE,49,68,52.3,60.6,2,1,172,194
2021,CCSP04653435176030,CCSP,36,37,40,1,2,4,-1,-36,Incubating,0,2,2,1,1,2,NA,34.54545454545455,0,57.27272727272727,0,2.727272727272727,2.727272727272727,2.727272727272727,26,555,3,6,SE,49,68,52.3,60.6,4,1,172,194
2021,CCSP04653505177187,CCSP,20,20,23,1,3,3,10,-9,Incubating,0,0,0,0,4,4,NA,28.78787878787879,28.78787878787879,11.363636363636363,0,2.272727272727273,0,28.78787878787879,50,595,3.5,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04653575176451,CCSP,21,34,34,0,1,13,7,-13,Nestling,1,0,0,0,4,4,NA,32.47863247863248,0,32.47863247863248,0,2.564102564102564,0,32.47863247863248,20,570,4.25,4,NE,0,39,0,33.7,0,0,NA,NA
2021,CCSP04653665176633,CCSP,46,52,55,1,1,9,4,-41,Incubating,0,2,2,1,2,2,NA,63.63636363636363,0,15.151515151515152,0,3.0303030303030303,3.0303030303030303,15.151515151515152,78,550,5.5,3,NE,39,49,51.7,60.2,2,1,194,215
2021,CCSP04653725175901,CCSP,25,28,31,1,4,6,2,-22,Incubating,0,0,0,0,4,4,NA,82.52427184466019,0,2.912621359223301,0,14.563106796116504,0,0,17,555,2.75,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04653845175689,CCSP,8,26,26,0,1,18,3,-4,Nestling,1,0,0,0,4,3,NA,65.625,0,15.625,0,3.125,0,15.625,95,510,3.5,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654095175726,CCSP,23,28,31,1,2,8,13,-9,Nestling,1,0,0,0,4,4,NA,72.03389830508475,0,12.711864406779661,0,2.5423728813559325,0,12.711864406779661,50,555,4.5,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654255175696,CCSP,8,20,23,1,2,15,-4,-11,Incubating,0,0,0,0,0,4,NA,65.625,0,15.625,0,3.125,0,15.625,52,545,4.5,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654265175889,CCSP,25,40,43,1,2,18,-1,-25,Nestling,1,1,1,1,3,4,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,34,500,4,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654275176941,CCSP,20,23,26,1,1,6,9,-10,Nestling,1,0,0,0,4,4,NA,56.75675675675676,13.513513513513514,13.513513513513514,0,2.7027027027027026,0,13.513513513513514,63,418,2.75,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04654315175757,CCSP,36,46,49,1,1,13,1,-34,Incubating,0,0,2,1,3,3,NA,35.84905660377358,0,35.84905660377358,0,14.150943396226415,0,14.150943396226415,51,482,4.5,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654365177041,CCSP,20,32,35,1,1,15,0,-19,Nestling,1,3,3,1,2,2,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,40,510,4.25,2,NE,49,68,52.3,60.6,4,1,172,194
2021,CCSP04654625175826,CCSP,25,25,28,1,2,3,-2,-26,Incubating,0,0,1,1,2,2,NA,52.94117647058824,0,31.932773109243694,0,12.605042016806722,0,2.5210084033613445,40,580,4,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654625175973,CCSP,36,37,40,1,2,4,8,-27,Incubating,0,0,1,1,2,2,NA,52.94117647058824,0,31.932773109243694,0,2.5210084033613445,0,12.605042016806722,24,615,4.75,6,SE,49,68,52.3,60.6,9,1,172,194
2021,CCSP04654675175830,CCSP,49,55,55,0,1,6,16,-32,Nestling,1,1,2,1,2,2,NA,2.7027027027027026,0,13.513513513513514,0,56.75675675675676,13.513513513513514,13.513513513513514,45,1035,5.75,7,SE,39,49,51.7,60.2,2,1,194,215
2021,CCSP04654725175867,CCSP,40,61,61,0,1,21,-3,-42,Nestling,1,0,1,1,1,4,NA,12.295081967213115,0,51.63934426229508,0,31.147540983606557,2.459016393442623,2.459016393442623,77,896,3.75,7,SE,39,49,51.7,60.2,8,1,194,215
2021,CCSP04654755176646,CCSP,21,21,25,1,3,4,-2,-22,Incubating,0,1,1,1,1,1,NA,65.625,0,15.625,0,3.125,0,15.625,48,560,4.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654765175854,CCSP,25,28,31,1,4,6,-4,-28,Incubating,0,0,1,1,0,2,NA,39.175257731958766,3.0927835051546393,15.463917525773196,0,39.175257731958766,3.0927835051546393,0,30,680,4.25,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04654945176158,CCSP,23,23,24,1,2,1,16,-6,Nestling,1,0,0,0,4,4,NA,31.932773109243694,0,12.605042016806722,0,52.94117647058824,0,2.5210084033613445,40,456,2,5,SE,68,0,76.3,0,18,1,144,172
2021,CCSP04655145176109,CCSP,48,48,52,1,1,4,-3,-50,Incubating,0,0,0,0,1,1,NA,39.175257731958766,3.0927835051546393,39.175257731958766,0,3.0927835051546393,0,15.463917525773196,20,554,3.75,6,SE,49,68,52.3,60.6,2,1,172,194
2021,CCSP04655205177186,CCSP,20,20,23,1,3,3,5,-14,Incubating,0,0,0,0,3,3,NA,15.306122448979592,15.306122448979592,38.775510204081634,0,15.306122448979592,0,15.306122448979592,35,560,3,2,NE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655215176043,CCSP,7,7,10,1,4,3,-2,-8,Incubating,0,0,0,0,2,2,NA,72.03389830508475,0,12.711864406779661,0,2.5423728813559325,0,12.711864406779661,51,615,4.25,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655215177081,CCSP,20,35,38,1,1,18,4,-15,Nestling,1,2,2,1,3,3,NA,40.42553191489361,0,15.957446808510639,0,3.1914893617021276,0,40.42553191489361,35,594,4.75,2,NE,49,68,52.3,60.6,7,1,172,194
2021,CCSP04655265176340,CCSP,7,7,10,1,4,3,3,-3,Incubating,0,2,2,1,2,2,NA,32.758620689655174,0,54.310344827586206,0,0,0,12.931034482758621,63,505,2.75,5,SE,68,0,76.3,0,7,1,144,172
2021,CCSP04655535176203,CCSP,23,24,24,0,1,1,19,-3,Nestling,1,0,0,0,3,3,NA,72.03389830508475,0,12.711864406779661,0,2.5423728813559325,0,12.711864406779661,35,520,2.75,5,SE,68,0,76.3,0,21,1,144,172
2021,CCSP04655545175842,CCSP,25,28,31,1,4,6,3,-21,Incubating,0,0,0,0,3,2,NA,33.33333333333333,0,33.33333333333333,0,0,0,33.33333333333333,50,600,4.5,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655595176674,CCSP,34,46,46,0,1,12,10,-23,Nestling,1,0,0,0,2,2,NA,40.42553191489361,0,15.957446808510639,0,3.1914893617021276,0,40.42553191489361,55,477,4,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04655655176774,CCSP,21,21,25,1,3,4,13,-7,Nestling,1,2,3,1,2,2,NA,56.75675675675676,13.513513513513514,13.513513513513514,0,2.7027027027027026,0,13.513513513513514,160,600,5.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04655755175874,CCSP,7,19,22,1,1,15,-2,-8,Incubating,0,1,1,1,2,4,NA,32.758620689655174,0,12.931034482758621,0,0,0,54.310344827586206,125,760,4.75,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655775176070,CCSP,48,58,61,1,1,13,-1,-48,Incubating,0,0,0,0,2,3,NA,39.175257731958766,3.0927835051546393,39.175257731958766,0,3.0927835051546393,0,15.463917525773196,85,491,2.5,6,SE,49,68,52.3,60.6,6,1,172,194
2021,CCSP04655785176060,CCSP,7,22,22,0,2,15,5,-1,Nestling,1,1,1,1,4,4,NA,56.75675675675676,13.513513513513514,2.7027027027027026,0,13.513513513513514,0,13.513513513513514,155,710,4.75,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655905175998,CCSP,7,22,22,0,2,15,5,-1,Nestling,1,0,0,0,4,4,NA,70.24793388429752,2.479338842975207,12.396694214876034,0,2.479338842975207,0,12.396694214876034,40,487,6,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04655925177221,CCSP,34,58,58,0,1,24,-1,-34,Nestling,1,0,2,1,2,3,NA,34.862385321100916,34.862385321100916,13.761467889908257,0,2.7522935779816518,0,13.761467889908257,10,533,3.75,2,NE,49,68,52.3,60.6,20,1,172,194
2021,CCSP04655935176110,CCSP,35,49,52,1,3,17,7,-27,Nestling,1,2,4,1,2,2,NA,35.84905660377358,0,35.84905660377358,0,14.150943396226415,0,14.150943396226415,25,511,4.5,5,SE,68,0,76.3,0,5,1,144,172
2021,CCSP04656005176741,CCSP,21,31,31,0,1,10,12,-8,Nestling,1,0,0,0,3,3,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,67,520,4.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04656055176776,CCSP,21,31,34,1,1,13,7,-13,Nestling,1,1,1,1,2,2,NA,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,0,31.932773109243694,80,676,5.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04656125176352,CCSP,47,61,64,1,1,17,4,-42,Nestling,1,1,1,1,2,2,NA,52.94117647058824,0,12.605042016806722,0,2.5210084033613445,0,31.932773109243694,38,662,3.75,5,SE,68,0,76.3,0,0,0,144,172
2021,CCSP04656165176220,CCSP,7,16,19,1,1,12,2,-4,Incubating,0,0,1,1,5,5,NA,45.78313253012048,0,18.072289156626507,0,18.072289156626507,0,18.072289156626507,38,520,2.25,5,SE,68,0,76.3,0,15,1,144,172
2021,CCSP04656175176366,CCSP,22,22,25,1,2,3,17,-4,Incubating,0,1,1,1,1,1,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,30,525,2,5,SE,68,0,76.3,0,21,1,144,172
2021,CCSP04656225176070,CCSP,23,25,28,1,1,5,-3,-25,Incubating,0,0,1,1,1,2,NA,31.932773109243694,0,52.94117647058824,0,2.5210084033613445,0,12.605042016806722,43,465,4,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04656305176315,CCSP,7,25,25,0,1,18,2,-4,Nestling,1,1,1,1,4,4,NA,20.27027027027027,51.35135135135135,20.27027027027027,0,4.054054054054054,0,4.054054054054054,48,416,2,5,SE,68,0,76.3,0,21,1,144,172
2021,CCSP04656435176315,CCSP,35,52,52,0,1,17,7,-27,Nestling,1,1,1,1,3,3,NA,29.457364341085274,0,29.457364341085274,0,29.457364341085274,0,11.627906976744185,23,637,2.75,5,SE,68,0,76.3,0,5,1,144,172
2021,CCSP04656555176264,CCSP,22,34,37,1,1,15,0,-21,Incubating,0,2,2,1,4,3,NA,13.513513513513514,0,56.75675675675676,0,13.513513513513514,2.7027027027027026,13.513513513513514,25,475,3.75,5,SE,68,0,76.3,0,11,1,144,172
2021,CCSP04656575176908,CCSP,21,37,37,0,1,16,6,-14,Nestling,1,0,0,0,4,4,NA,60.57692307692307,0,36.53846153846153,0,2.8846153846153846,0,0,97,475,4.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04656715175658,CCSP,25,40,43,1,2,18,2,-22,Nestling,1,2,2,1,4,4,NA,58.333333333333336,0,13.88888888888889,0,13.88888888888889,0,13.88888888888889,40,530,3.25,7,SE,39,49,51.7,60.2,0,0,194,215
2021,CCSP04657235175758,CCSP,25,28,31,1,4,6,15,-9,Nestling,1,1,1,1,2,2,NA,51.63934426229508,2.459016393442623,12.295081967213115,0,2.459016393442623,0,31.147540983606557,105,490,3.75,6,SE,49,68,52.3,60.6,0,0,172,194
2021,CCSP04657305176175,CCSP,23,23,24,1,2,1,5,-17,Incubating,0,0,0,0,4,4,NA,38,3,38,0,15,3,3,26,540,1.75,5,SE,68,0,76.3,0,7,1,144,172
2022,CCSP04642085176818,CCSP,43,50,53,1,1,10,4,-38,Incubating,0,2,2,1,2,2,NA,65.625,3.125,0,0,15.625,0,15.625,30,1090,9.25,14,NW,49,68,45.3,76.3,15,1,179,202
2022,CCSP04642405176979,CCSP,18,42,42,0,1,24,-3,-20,Nestling,1,0,0,0,1,4,NA,75,3.571428571428571,3.571428571428571,0,0,0,17.857142857142858,35,1020,10.25,14,NW,49,68,45.3,76.3,4,1,179,202
2022,CCSP04642435177087,CCSP,18,21,24,1,3,6,2,-15,Incubating,0,0,0,0,4,4,NA,15.625,65.625,0,0,3.125,0,15.625,70,1100,8.75,14,NW,49,68,45.3,76.3,0,0,179,202
2022,CCSP04642555176130,CCSP,13,17,20,1,1,7,6,-6,Incubating,0,0,0,0,4,4,NA,31.932773109243694,2.5210084033613445,12.605042016806722,0,0,0,52.94117647058824,42,780,7.25,12,SW,0,39,0,51.7,0,0,NA,NA
2022,CCSP04642555176678,CCSP,17,33,36,1,1,19,5,-11,Nestling,1,0,0,0,2,2,NA,21.12676056338028,21.12676056338028,4.225352112676056,0,0,0,53.52112676056338,20,970,7.5,13,NW,68,0,65.3,0,25,1,144,179
2022,CCSP04642665177219,CCSP,18,18,21,1,6,3,0,-17,Incubating,0,1,2,1,2,2,NA,4.054054054054054,20.27027027027027,4.054054054054054,0,51.35135135135135,0,20.27027027027027,40,180,7.25,15,NW,39,49,35.2,52.3,0,0,202,213
