simpson,Treat,Paddock,Year
0.8305785123966942,Moderate,1,2023
0.8620037807183365,Rest,2,2023
0.5185185185185186,Heavy,3,2023
0.859375,Full,4,2023
0.86,Moderate,5,2023
0.8099173553719008,Rest,6,2023
0.6446280991735538,Heavy,7,2023
0.7395833333333334,Full,8,2023
0.724609375,Rest,9,2023
0.7098765432098766,Heavy,10,2023
0.4800000000000001,Full,11,2023
0.7523739956172388,Moderate,12,2023
0.7421875,Rest,13,2023
0.75,Heavy,14,2023
0.7465277777777777,Full,15,2023
0.8209876543209876,Moderate,16,2023
